Labeling Type,Dosage Form(s),Route(s) of Administration,Marketing Category,Application Number(s),Trade Name,Generic/Proper Name(s),Most Recent SPL Date (YYYY/MM/DD),Established Pharmacologic Class(es),Initial U.S. Approval,Company,Marketing Date(s) (YYYY/MM/DD),NDC(s),Active Ingredient UNII(s),Active Ingredient(s),Active Moiety Name(s),Active Moiety UNII(s),FDALabel Link,DailyMed Link,DailyMed PDF Link,SET ID
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,77095,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20170522,Biguanide,,BRYANT RANCH PREPACK,2005/01/14-,63629-6529; 63629-6530,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ca5afed7-7f61-4cb6-b4b4-915ee8641888/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ca5afed7-7f61-4cb6-b4b4-915ee8641888,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ca5afed7-7f61-4cb6-b4b4-915ee8641888,ca5afed7-7f61-4cb6-b4b4-915ee8641888
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,90692,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20170521,Biguanide,,BRYANT RANCH PREPACK,2011/09/30-,63629-6939,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/f6bbb772-8911-4c18-9b5e-5ae4524bc891/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f6bbb772-8911-4c18-9b5e-5ae4524bc891,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f6bbb772-8911-4c18-9b5e-5ae4524bc891,f6bbb772-8911-4c18-9b5e-5ae4524bc891
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,ANDA,203755,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20170401,Biguanide,1995,ACTAVIS PHARMA INC,2017/05/15-,0591-2411; 0591-2412,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/40fa26bc-ee0d-4b6d-9077-f909d84453e6/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=40fa26bc-ee0d-4b6d-9077-f909d84453e6,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=40fa26bc-ee0d-4b6d-9077-f909d84453e6,40fa26bc-ee0d-4b6d-9077-f909d84453e6
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,201991,Metformin hydrochloride,METFORMIN HYDROCHLORIDE,20170329,Biguanide,,NUCARE PHARMACEUTICALS INC,2013/03/01-,68071-1419,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4be72741-4f6d-6689-e054-00144ff8d46c/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4be72741-4f6d-6689-e054-00144ff8d46c,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4be72741-4f6d-6689-e054-00144ff8d46c,4be72741-4f6d-6689-e054-00144ff8d46c
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,Metformin hydrochloride,METFORMIN HYDROCHLORIDE,20170310,Biguanide,,NUCARE PHARMACEUTICALS INC,2010/04/22-,68071-3126,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4a64f7c5-8289-6184-e054-00144ff88e88/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4a64f7c5-8289-6184-e054-00144ff88e88,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4a64f7c5-8289-6184-e054-00144ff88e88,4a64f7c5-8289-6184-e054-00144ff88e88
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,91184,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20170117,Biguanide,,APOTHECA INC,2011/01/31-,12634-756; 12634-757; 12634-789,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4661d307-78b2-2f5b-e054-00144ff88e88/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4661d307-78b2-2f5b-e054-00144ff88e88,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4661d307-78b2-2f5b-e054-00144ff88e88,4661d307-78b2-2f5b-e054-00144ff88e88
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20160707,Biguanide,,DIRECT RX,2014/01/01-,61919-397,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/1c565afb-dfea-4eff-8bbe-8561d1d03545/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1c565afb-dfea-4eff-8bbe-8561d1d03545,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=1c565afb-dfea-4eff-8bbe-8561d1d03545,1c565afb-dfea-4eff-8bbe-8561d1d03545
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,77095,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20160628,Biguanide,,APHENA PHARMA SOLUTIONS TENNESSEE LLC,2005/01/14-,43353-114,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/d9e1da2c-3582-4714-9904-873472eda84b/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d9e1da2c-3582-4714-9904-873472eda84b,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=d9e1da2c-3582-4714-9904-873472eda84b,d9e1da2c-3582-4714-9904-873472eda84b
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,91184,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20160628,Biguanide,,APHENA PHARMA SOLUTIONS TENNESSEE LLC,2011/01/31-,43353-128,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/3395325a-35bd-4bda-bed3-81eb6153ed12/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3395325a-35bd-4bda-bed3-81eb6153ed12,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3395325a-35bd-4bda-bed3-81eb6153ed12,3395325a-35bd-4bda-bed3-81eb6153ed12
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,203769,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20160628,Biguanide,,APHENA PHARMA SOLUTIONS TENNESSEE LLC,2014/02/01-,43353-096,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/11c049a8-a209-414f-b67c-081b6f350014/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=11c049a8-a209-414f-b67c-081b6f350014,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=11c049a8-a209-414f-b67c-081b6f350014,11c049a8-a209-414f-b67c-081b6f350014
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20160603,Biguanide,,DIRECT RX,2014/01/01-,61919-313,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2c6eb3db-d27e-4b25-b5f3-2a4473dae97f/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2c6eb3db-d27e-4b25-b5f3-2a4473dae97f,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=2c6eb3db-d27e-4b25-b5f3-2a4473dae97f,2c6eb3db-d27e-4b25-b5f3-2a4473dae97f
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,91184,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20160421,Biguanide,,LIBERTY PHARMACEUTICALS INC,2016/03/31-,0440-5739; 0440-5745; 0440-5746,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2f9c68d0-6fb7-4940-8e4e-f16c413e5b0c/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2f9c68d0-6fb7-4940-8e4e-f16c413e5b0c,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=2f9c68d0-6fb7-4940-8e4e-f16c413e5b0c,2f9c68d0-6fb7-4940-8e4e-f16c413e5b0c
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,203769,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20160415,Biguanide,,CARLSBAD TECHNOLOGY INC,2014/02/01-,61442-361; 61442-362; 61442-363,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/778400a4-5bc7-4c84-adb2-deaad26f0f94/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=778400a4-5bc7-4c84-adb2-deaad26f0f94,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=778400a4-5bc7-4c84-adb2-deaad26f0f94,778400a4-5bc7-4c84-adb2-deaad26f0f94
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20160208,Biguanide,,DIRECT RX,2016/02/05-,61919-990,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2b44622c-9501-0ab7-e054-00144ff8d46c/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2b44622c-9501-0ab7-e054-00144ff8d46c,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=2b44622c-9501-0ab7-e054-00144ff8d46c,2b44622c-9501-0ab7-e054-00144ff8d46c
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,203686,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20160107,Biguanide,,BLENHEIM PHARMACAL INC,2016/01/07-,10544-957,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/0f689cd8-f595-4c7a-ab0d-d8bdaeeed21d/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0f689cd8-f595-4c7a-ab0d-d8bdaeeed21d,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0f689cd8-f595-4c7a-ab0d-d8bdaeeed21d,0f689cd8-f595-4c7a-ab0d-d8bdaeeed21d
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,77064,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20151231,Biguanide,,BLENHEIM PHARMACAL INC,2015/03/27-,10544-901,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/0e3ad0ba-2114-498a-8849-911bbfe9173a/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0e3ad0ba-2114-498a-8849-911bbfe9173a,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0e3ad0ba-2114-498a-8849-911bbfe9173a,0e3ad0ba-2114-498a-8849-911bbfe9173a
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,79148,Metformin hydrochloride,METFORMIN HYDROCHLORIDE,20151230,Biguanide,,BLENHEIM PHARMACAL INC,2010/07/20-; 2011/03/21-,10544-253; 10544-255,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/32ebd0fc-1491-451f-9258-61b315c0f499/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=32ebd0fc-1491-451f-9258-61b315c0f499,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=32ebd0fc-1491-451f-9258-61b315c0f499,32ebd0fc-1491-451f-9258-61b315c0f499
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,75978,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20151209,Biguanide,,NCS HEALTHCARE OF KY INC DBA VANGARD LABS,2010/07/27-,0615-7661; 0615-7662; 0615-7663,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/deabe62c-54bc-452d-8826-0238d25330db/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=deabe62c-54bc-452d-8826-0238d25330db,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=deabe62c-54bc-452d-8826-0238d25330db,deabe62c-54bc-452d-8826-0238d25330db
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20150930,Biguanide,,BLENHEIM PHARMACAL INC,2010/04/22-,10544-254; 10544-589; 10544-947,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/398c563d-2286-4d11-9004-73fc57230b0c/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=398c563d-2286-4d11-9004-73fc57230b0c,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=398c563d-2286-4d11-9004-73fc57230b0c,398c563d-2286-4d11-9004-73fc57230b0c
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,78596,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20150921,Biguanide,,CARILION MATERIALS MANAGEMENT,2009/12/02-,68151-4218,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/54c8b06e-13d2-43d3-8405-f43719b7ead9/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=54c8b06e-13d2-43d3-8405-f43719b7ead9,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=54c8b06e-13d2-43d3-8405-f43719b7ead9,54c8b06e-13d2-43d3-8405-f43719b7ead9
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,201991,Metformin hydrochloride,METFORMIN HYDROCHLORIDE,20150902,Biguanide,,BLENHEIM PHARMACAL INC,2015/08/27-,10544-944,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/1ea02753-c9d0-3b4c-e054-00144ff8d46c/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1ea02753-c9d0-3b4c-e054-00144ff8d46c,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=1ea02753-c9d0-3b4c-e054-00144ff8d46c,1ea02753-c9d0-3b4c-e054-00144ff8d46c
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,77336,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20150506,Biguanide,,PHYSICIANS TOTAL CARE INC,2006/02/09-,54868-5217; 54868-5505,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/24cde2c2-dac7-4cdb-8329-c2f88ebd4f98/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=24cde2c2-dac7-4cdb-8329-c2f88ebd4f98,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=24cde2c2-dac7-4cdb-8329-c2f88ebd4f98,24cde2c2-dac7-4cdb-8329-c2f88ebd4f98
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20150401,Biguanide,,NORTHWIND PHARMACEUTICALS,2014/04/30-,51655-561,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/71fd4e19-ecf2-4998-86b1-81b64b3838d1/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=71fd4e19-ecf2-4998-86b1-81b64b3838d1,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=71fd4e19-ecf2-4998-86b1-81b64b3838d1,71fd4e19-ecf2-4998-86b1-81b64b3838d1
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,Metformin hydrochloride,METFORMIN HYDROCHLORIDE,20150401,Biguanide,,NORTHWIND PHARMACEUTICALS,2015/01/21-,51655-563,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/10a2ddba-8e1b-43f9-ab6b-dd0995886dfc/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=10a2ddba-8e1b-43f9-ab6b-dd0995886dfc,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=10a2ddba-8e1b-43f9-ab6b-dd0995886dfc,10a2ddba-8e1b-43f9-ab6b-dd0995886dfc
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,78596,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20150319,Biguanide,,BLENHEIM PHARMACAL INC,2013/10/03-,10544-535,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/11a60f9d-e507-424c-e054-00144ff8d46c/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=11a60f9d-e507-424c-e054-00144ff8d46c,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=11a60f9d-e507-424c-e054-00144ff8d46c,11a60f9d-e507-424c-e054-00144ff8d46c
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,75978,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20150313,Biguanide,,BLENHEIM PHARMACAL INC,2003/04/17-,10544-058,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/112e1e53-1cec-0f7e-e054-00144ff8d46c/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=112e1e53-1cec-0f7e-e054-00144ff8d46c,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=112e1e53-1cec-0f7e-e054-00144ff8d46c,112e1e53-1cec-0f7e-e054-00144ff8d46c
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,75978,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20150313,Biguanide,,BLENHEIM PHARMACAL INC,2012/02/13-,10544-067; 10544-068,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/11319112-6ec5-32e7-e054-00144ff8d46c/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=11319112-6ec5-32e7-e054-00144ff8d46c,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=11319112-6ec5-32e7-e054-00144ff8d46c,11319112-6ec5-32e7-e054-00144ff8d46c
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,076172;076869,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20150227,Biguanide,,BLENHEIM PHARMACAL INC,2013/09/30-; 2013/12/17-,10544-248; 10544-521,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/009797a6-5b91-42aa-ac9f-f0d2d0675624/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=009797a6-5b91-42aa-ac9f-f0d2d0675624,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=009797a6-5b91-42aa-ac9f-f0d2d0675624,009797a6-5b91-42aa-ac9f-f0d2d0675624
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,203769,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20150217,Biguanide,,BLENHEIM PHARMACAL INC,2014/01/30-,10544-630,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/f619faa6-4128-4bd9-a7f1-dace0d1f2f04/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f619faa6-4128-4bd9-a7f1-dace0d1f2f04,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f619faa6-4128-4bd9-a7f1-dace0d1f2f04,f619faa6-4128-4bd9-a7f1-dace0d1f2f04
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20150212,Biguanide,,BLENHEIM PHARMACAL INC,2013/08/30-,10544-133,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/1d11c75b-0119-4e1c-9748-83feb2ebe3f2/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1d11c75b-0119-4e1c-9748-83feb2ebe3f2,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=1d11c75b-0119-4e1c-9748-83feb2ebe3f2,1d11c75b-0119-4e1c-9748-83feb2ebe3f2
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,75967,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20150122,Biguanide,,NORTHWIND PHARMACEUTICALS,2015/01/09-,51655-549,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/d2583e6b-c06d-4618-914c-18d9917706a6/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d2583e6b-c06d-4618-914c-18d9917706a6,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=d2583e6b-c06d-4618-914c-18d9917706a6,d2583e6b-c06d-4618-914c-18d9917706a6
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,91184,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20150110,Biguanide,,STATE OF FLORIDA DOH CENTRAL PHARMACY,2014/11/01-,53808-1033,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/23c9cd9e-7beb-417c-b96e-53134e2ee9db/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=23c9cd9e-7beb-417c-b96e-53134e2ee9db,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=23c9cd9e-7beb-417c-b96e-53134e2ee9db,23c9cd9e-7beb-417c-b96e-53134e2ee9db
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,77336,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20141210,Biguanide,,NCS HEALTHCARE OF KY INC DBA VANGARD LABS,2006/02/09-,0615-7847,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/b76ace95-1792-41f1-a548-5168f773443f/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b76ace95-1792-41f1-a548-5168f773443f,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b76ace95-1792-41f1-a548-5168f773443f,b76ace95-1792-41f1-a548-5168f773443f
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,76706,Metformin hydrochloride ER,METFORMIN HYDROCHLORIDE,20140930,Biguanide,,NORTHWIND PHARMACEUTICALS,2014/04/23-,51655-550,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/c9148dea-a3d1-4134-9287-cb2cf16e3794/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c9148dea-a3d1-4134-9287-cb2cf16e3794,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=c9148dea-a3d1-4134-9287-cb2cf16e3794,c9148dea-a3d1-4134-9287-cb2cf16e3794
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77880,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20140630,Biguanide,,READYMEDS,2012/12/17-,64205-220,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/9411b1e8-6715-4d62-9861-ccc052f65c8e/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=9411b1e8-6715-4d62-9861-ccc052f65c8e,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=9411b1e8-6715-4d62-9861-ccc052f65c8e,9411b1e8-6715-4d62-9861-ccc052f65c8e
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,75985,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20140625,Biguanide,,APHENA PHARMA SOLUTIONS TENNESSEE LLC,2002/01/25-,43353-340; 43353-344; 43353-349,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/f0eacf51-58ca-41d8-9f43-30b335fe1431/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f0eacf51-58ca-41d8-9f43-30b335fe1431,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f0eacf51-58ca-41d8-9f43-30b335fe1431,f0eacf51-58ca-41d8-9f43-30b335fe1431
